name	description	source	directory_key	path	sha256	bytes	active_index	user_config_enabled	project_config_enabled
results-analysis	"This skill should be used when the user asks to ""analyze experimental results"", ""run strict statistical analysis"", ""compare model performance"", ""generate scientific figures"", ""check significance"", ""do ablation analysis"", or mentions interpreting experiment data with rigorous statistics and visualization. It focuses on strict analysis bundles, not Results-section prose."	user_agents	results-analysis	/Users/bilibili/.agents/skills/results-analysis/SKILL.md	2232f74d141fad4a3e23635be0109217713d34bf0cb7be8d120e6296f4b79782	9498	True		
results-report	"This skill should be used when the user asks to ""write an experiment report"", ""summarize experimental results"", ""do experiment retrospection"", ""write a results report"", ""写实验总结报告"", ""写实验复盘"", or mentions turning completed experiment artifacts into a structured, decision-oriented research report. It assumes strict analysis should come from `results-analysis` first."	user_agents	results-report	/Users/bilibili/.agents/skills/results-report/SKILL.md	a0316e0e2e7332d872d47805538aba0a803680fb06c664f50284fd490baa7816	6373	True		
review-response	"Systematic review response workflow from comment analysis to professional rebuttal writing. Use when the user asks to ""write rebuttal"", ""respond to reviewers"", ""draft review response"", or ""analyze review comments"". Improves paper acceptance rates."	user_agents	review-response	/Users/bilibili/.agents/skills/review-response/SKILL.md	9bca48d9f93331e3fc5854a0beb82777010b4abe979f20e2d8e8e105bd915c3f	5751	True		
skill-development	This skill should be used when the user asks to create a new skill, repair an existing skill, improve trigger descriptions, reorganize skill structure, or make a Codex skill more reusable and internally consistent.	user_agents	skill-development	/Users/bilibili/.agents/skills/skill-development/SKILL.md	39e1110499d86fd5b101c16dde017c6709629af5dd42db245a9603575f1194de	4466	True		
skill-improver	"This skill should be used when the user asks to ""apply skill improvements"", ""update skill from plan"", ""execute improvement plan"", ""fix skill issues"", ""implement skill recommendations"", or mentions applying improvements from quality review reports. Reads improvement-plan-{name}.md files generated by skill-quality-reviewer and intelligently merges and executes the suggested changes to improve Codex Skills quality."	user_agents	skill-improver	/Users/bilibili/.agents/skills/skill-improver/SKILL.md	72c00f600581aa4a73d44a330abc1e655c25a5c5cfcec207a771440be4d998dd	7078	True		
skill-quality-reviewer	"This skill should be used when the user asks to ""analyze skill quality"", ""evaluate this skill"", ""review skill quality"", ""check my skill"", or ""generate quality report"". Evaluates local skills across description quality, content organization, writing style, and structural integrity."	user_agents	skill-quality-reviewer	/Users/bilibili/.agents/skills/skill-quality-reviewer/SKILL.md	f5f39e85cc11b0152c123ee159c2e530c1e0dc07ed48918acbbfd2e2323b4e29	12001	True		
source-command-commit	Commit changes following Conventional Commits format (local only, no push).	user_agents	source-command-commit	/Users/bilibili/.agents/skills/source-command-commit/SKILL.md	1e9490072df3963fee7f7a57bbbe0efd4705accb1ed5557ec0f3144513ab7749	1732	False	False	
source-command-kb-archive	Archive, detach, purge, or rename KB objects while keeping registry, index, and links consistent.	user_agents	source-command-kb-archive	/Users/bilibili/.agents/skills/source-command-kb-archive/SKILL.md	bbfa055520268e66743521e3de817ed8c30cc9056d67dbdee6615bb76cb1b5bd	953	False	False	
source-command-kb-index	Refresh the auto index block inside 02-Index.md without overwriting curated content.	user_agents	source-command-kb-index	/Users/bilibili/.agents/skills/source-command-kb-index/SKILL.md	521deb50d5876f599071d581372c8d8817e8f7bc0670f610e07b2f7dc9092761	567	False	False	
source-command-kb-ingest	Ingest external material into Sources/* inside the bound project KB, then update registry, index, and daily note as needed.	user_agents	source-command-kb-ingest	/Users/bilibili/.agents/skills/source-command-kb-ingest/SKILL.md	6b6f662cb0c54aef6a462bd9f423db4f0de3214c01af6703c57f51a447b8bdc3	780	False	False	
source-command-kb-init	Initialize or rebuild a vault-first, project-scoped Obsidian KB under Research/{project-slug}/ for the current repository.	user_agents	source-command-kb-init	/Users/bilibili/.agents/skills/source-command-kb-init/SKILL.md	42cfe20328bb51c7a3143b4489fb8e9f495db5ca028ecf6ccf7f03cb2b59b883	971	False	False	
source-command-kb-links	Repair or strengthen wikilinks among canonical KB notes without generating extra artifact sprawl.	user_agents	source-command-kb-links	/Users/bilibili/.agents/skills/source-command-kb-links/SKILL.md	3e922ce102a978fe51777b0c01d76afca6c65ef13af216a4f4990d5eeb4e3f88	744	False	False	
source-command-kb-lint	Run deterministic KB health checks and rewrite _system/lint-report.md.	user_agents	source-command-kb-lint	/Users/bilibili/.agents/skills/source-command-kb-lint/SKILL.md	0e1dffdb0c436df60b5b7da8e5dcd3775bc09c0a92a9a0c5e02d7bfa98b9285a	497	False	False	
source-command-kb-literature-review	Run the project-scoped literature workflow from Sources/Papers into Knowledge, Writing, and Maps/literature.canvas.	user_agents	source-command-kb-literature-review	/Users/bilibili/.agents/skills/source-command-kb-literature-review/SKILL.md	0c06b5343b32fdab5efc235a0aa7f11a6b40ee079cdffc279a816f74151b3927	1263	False	False	
source-command-kb-log	Update the current project Daily note and, when needed, the plan, hub, and runtime binding summary.	user_agents	source-command-kb-log	/Users/bilibili/.agents/skills/source-command-kb-log/SKILL.md	5538e12cb86e6967e608119cd1c6aafed2e063e30c7d7a511095e81d8e109a6c	526	False	False	
source-command-kb-map	Generate or repair derived KB artifacts such as literature.canvas, optional Bases, or other explicit map outputs.	user_agents	source-command-kb-map	/Users/bilibili/.agents/skills/source-command-kb-map/SKILL.md	7872c2dd92701a34827ee55acc3c5780b73a64982eab85c1e9410ec6885db532	552	False	False	
source-command-kb-promote	Promote durable content from Daily or source notes into canonical Knowledge, Experiments, Results, Results/Reports, or Writing notes.	user_agents	source-command-kb-promote	/Users/bilibili/.agents/skills/source-command-kb-promote/SKILL.md	868130301d213e1027e7bf9041cf36e15cc8b2a5c5f6e1ab7ae44fd881b60393	591	False	False	
source-command-kb-status	Summarize the current bound project KB status, including registry counts and key project note paths.	user_agents	source-command-kb-status	/Users/bilibili/.agents/skills/source-command-kb-status/SKILL.md	65eb3a5dda8054be0085595c89beea654b387415feffae38f7618d6356d2a99d	504	False	False	
source-command-kb-sync	Run deterministic KB maintenance to refresh scaffold integrity, registry, index, daily note, and runtime binding summary.	user_agents	source-command-kb-sync	/Users/bilibili/.agents/skills/source-command-kb-sync/SKILL.md	74be0d6c715584fce579b4c0b810b25d67a6cea223ec4c5cf957595b6626e134	905	False	False	
source-command-mine-writing-patterns	Read one or more papers and update the active installed paper-miner writing memory with reusable writing patterns, structure signals, reusable phrasing, venue-specific signals, and rebuttal-friendly language.	user_agents	source-command-mine-writing-patterns	/Users/bilibili/.agents/skills/source-command-mine-writing-patterns/SKILL.md	de73809bcef04013f72b99092565c8a845deb5b48dc6402afeadefc9f050b78c	4180	False	False	
source-command-plan	Restate requirements, assess risks, and create step-by-step implementation plan. WAIT for user CONFIRM before touching any code.	user_agents	source-command-plan	/Users/bilibili/.agents/skills/source-command-plan/SKILL.md	53009557a1fb292f60d174a91a7c47ddc795a8f2af6f8b09dc92cd076737fc67	3752	False	False	
source-command-poster	Design academic poster for conference	user_agents	source-command-poster	/Users/bilibili/.agents/skills/source-command-poster/SKILL.md	121cd9b00dff2f9af2b89a0786d50734e0b4899c066d1badc9af5d8996f7cbc5	1007	False	False	
source-command-presentation	Create conference presentation slides quickly	user_agents	source-command-presentation	/Users/bilibili/.agents/skills/source-command-presentation/SKILL.md	5c8e59802eba59375b412fc0a2a5434cc628821d592f2bab11e6925f06365471	1030	False	False	
source-command-promote	Generate promotion content for multiple platforms	user_agents	source-command-promote	/Users/bilibili/.agents/skills/source-command-promote/SKILL.md	e908c2e0c24de44b44dd641ffef6d25c9b49ad31e5bbe56f78210cd6ed8132a0	1073	False	False	
source-command-rebuttal	Start systematic review response workflow for professional rebuttal writing	user_agents	source-command-rebuttal	/Users/bilibili/.agents/skills/source-command-rebuttal/SKILL.md	bb322ea72628adfbb12676421b8c08d0f2732ebc727c0cb9f6245656302f4e02	4370	False	False	
source-command-research-init	Initialize a research project with Zotero-integrated literature review. Creates or audits project-scoped sources, generates research question cards, and only writes a research proposal when the evidence gate passes.	user_agents	source-command-research-init	/Users/bilibili/.agents/skills/source-command-research-init/SKILL.md	efac48830a1f0fbcfc400ca26efc9420d9919f83078f33537fcd1379420ef1c1	19176	False	False	
source-command-sc-analyze	Comprehensive code analysis across quality, security, performance, and architecture domains	user_agents	source-command-sc-analyze	/Users/bilibili/.agents/skills/source-command-sc-analyze/SKILL.md	4d4f1a1fa206c7908e042f1370d62f26f23f80061a483fd1c86587bacb19f9ca	3627	False	False	
source-command-sc-brainstorm	Interactive requirements discovery through Socratic dialogue and systematic exploration	user_agents	source-command-sc-brainstorm	/Users/bilibili/.agents/skills/source-command-sc-brainstorm/SKILL.md	de59a2bb84241efdba577c1352dcb4e8d97daddab7af0768509d2853f04f9370	5602	False	False	
source-command-sc-build	Build, compile, and package projects with intelligent error handling and optimization	user_agents	source-command-sc-build	/Users/bilibili/.agents/skills/source-command-sc-build/SKILL.md	9a5c54fbf0b3d0d58ae0f9827423c7e32f2186b518a80b7f5b99b789129cc23d	3441	False	False	
source-command-sc-cleanup	Systematically clean up code, remove dead code, and optimize project structure	user_agents	source-command-sc-cleanup	/Users/bilibili/.agents/skills/source-command-sc-cleanup/SKILL.md	237ad9eec43094e9e3e18725efca935d7ba6d0209ef573756001a72fa1378d48	4151	False	False	
source-command-sc-design	Design system architecture, APIs, and component interfaces with comprehensive specifications	user_agents	source-command-sc-design	/Users/bilibili/.agents/skills/source-command-sc-design/SKILL.md	b5828bda8e0edb9660757e4396824f8b0adc3802fdb8d7d6577894d28bb0c00c	3667	False	False	
source-command-sc-document	Generate focused documentation for components, functions, APIs, and features	user_agents	source-command-sc-document	/Users/bilibili/.agents/skills/source-command-sc-document/SKILL.md	7e3ac8296dcb8185f0fd9ca9309bdb21a56b7063cb1eb976287b9a09b3727d29	3378	False	False	
source-command-sc-estimate	Provide development estimates for tasks, features, or projects with intelligent analysis	user_agents	source-command-sc-estimate	/Users/bilibili/.agents/skills/source-command-sc-estimate/SKILL.md	d36c0a9e104723df7468ffed2b9e398cb20f15adae59e32d3704bca6ec0d8a4f	4555	False	False	
source-command-sc-explain	Provide clear explanations of code, concepts, and system behavior with educational clarity	user_agents	source-command-sc-explain	/Users/bilibili/.agents/skills/source-command-sc-explain/SKILL.md	5a6776ce729f2a4fab3e84311a377dbf3b8d95c4ebe4a1c5d86d6ad19d14ba6c	3826	False	False	
source-command-sc-git	Git operations with intelligent commit messages and workflow optimization	user_agents	source-command-sc-git	/Users/bilibili/.agents/skills/source-command-sc-git/SKILL.md	6bff35aa5cea9b263bf194fcf91171283fc434deba3412a0cea8a61d86a23e7b	2558	False	False	
source-command-sc-help	List all available /sc commands and their functionality	user_agents	source-command-sc-help	/Users/bilibili/.agents/skills/source-command-sc-help/SKILL.md	f1f5a8ccd87d9ed92c4c70e16e2b26141f2e1b2576825a53b3878d335855fad2	8281	False	False	
source-command-sc-implement	Feature and code implementation with intelligent persona activation and MCP integration	user_agents	source-command-sc-implement	/Users/bilibili/.agents/skills/source-command-sc-implement/SKILL.md	154bfe00272335261b49a720c88ba865ac3f583e29773834fe7c7c091f807775	4757	False	False	
source-command-sc-improve	Apply systematic improvements to code quality, performance, and maintainability	user_agents	source-command-sc-improve	/Users/bilibili/.agents/skills/source-command-sc-improve/SKILL.md	6ccfd38b454701ef9761b755e79cfc5fb250a888c9c6b679e7b7521d24154b9b	4538	False	False	
source-command-sc-index-repo	Repository Indexing - 94% token reduction (58K → 3K)	user_agents	source-command-sc-index-repo	/Users/bilibili/.agents/skills/source-command-sc-index-repo/SKILL.md	cacaae5d6c1fc9aecb0d34b6b6285af7ee26e6cda81cbb3211c682e90fd14c6d	2904	False	False	
source-command-sc-index	Generate comprehensive project documentation and knowledge base with intelligent organization	user_agents	source-command-sc-index	/Users/bilibili/.agents/skills/source-command-sc-index/SKILL.md	c929e538a3a0054cf1d7a3c0e9f36197af2de1b8838402e05b441f70d1fc2f22	3872	False	False	
source-command-sc-load	Session lifecycle management with Serena MCP integration for project context loading	user_agents	source-command-sc-load	/Users/bilibili/.agents/skills/source-command-sc-load/SKILL.md	4be368b53d4c7c583df62d327a966a2446dd473f1bfdf4abc83300634146ee9c	3650	False	False	
source-command-sc-pm	Project Manager Agent - Default orchestration agent that coordinates all sub-agents and manages workflows seamlessly	user_agents	source-command-sc-pm	/Users/bilibili/.agents/skills/source-command-sc-pm/SKILL.md	158ca75d144c409f648c07f5f7a80fff2a26412906f40ad107092fd67ff340f4	20946	False	False	
source-command-sc-recommend	Ultra-intelligent command recommendation engine - recommends the most suitable SuperClaude commands for any user input	user_agents	source-command-sc-recommend	/Users/bilibili/.agents/skills/source-command-sc-recommend/SKILL.md	0023721329317f4a1c7385e1a63cad51b4f4e710e13b67528bbeba579487fd8f	32627	False	False	
source-command-sc-reflect	Task reflection and validation using Serena MCP analysis capabilities	user_agents	source-command-sc-reflect	/Users/bilibili/.agents/skills/source-command-sc-reflect/SKILL.md	e93b4353fb8ec39b7b7bb9cef6511b6e858e32869426e5b9a899bd9f88365580	4036	False	False	
source-command-sc-research	Deep web research with adaptive planning and intelligent search	user_agents	source-command-sc-research	/Users/bilibili/.agents/skills/source-command-sc-research/SKILL.md	f4b1d0bfe638a5a7a15a15f1dc15b42658c7db67f737c3272dcc2872153e80fe	3816	False	False	
source-command-sc-save	Session lifecycle management with Serena MCP integration for session context persistence	user_agents	source-command-sc-save	/Users/bilibili/.agents/skills/source-command-sc-save/SKILL.md	2f53b1c556adee607b9fa59f5d1bad95f89a1785feac540d1bedd7d110bfe15f	3755	False	False	
source-command-sc-sc	SuperClaude command dispatcher - Use /sc [command] to access all SuperClaude features	user_agents	source-command-sc-sc	/Users/bilibili/.agents/skills/source-command-sc-sc/SKILL.md	591cb5ce417e7db69a44fcc49177c170085da9a0c76b74850706c1e862601465	2794	False	False	
source-command-sc-select-tool	Intelligent MCP tool selection based on complexity scoring and operation analysis	user_agents	source-command-sc-select-tool	/Users/bilibili/.agents/skills/source-command-sc-select-tool/SKILL.md	ca2ee84e979adbfef7e756d406910118812fadfea2b24a0a85646e1b6fd56035	3798	False	False	
source-command-sc-spawn	Meta-system task orchestration with intelligent breakdown and delegation	user_agents	source-command-sc-spawn	/Users/bilibili/.agents/skills/source-command-sc-spawn/SKILL.md	97a9919a52ec30c80ae27ba08af61143606aa837d61a776934cd0c73ec2d67d8	4438	False	False	
source-command-sc-task	Execute complex tasks with intelligent workflow management and delegation	user_agents	source-command-sc-task	/Users/bilibili/.agents/skills/source-command-sc-task/SKILL.md	825658090e565c21963fd27b5613c944f0e7cbd08db4f483b7c47592a0c28bd1	4813	False	False	
source-command-sc-test	Execute tests with coverage analysis and automated quality reporting	user_agents	source-command-sc-test	/Users/bilibili/.agents/skills/source-command-sc-test/SKILL.md	417beef40f79b57cb98e241d50b3fb499c4f2395b5991d7a95ba0c8c45052724	3146	False	False	
source-command-sc-troubleshoot	Diagnose and resolve issues in code, builds, deployments, and system behavior	user_agents	source-command-sc-troubleshoot	/Users/bilibili/.agents/skills/source-command-sc-troubleshoot/SKILL.md	e43f332f8c8224fed79064d301b7f4225c21781d5b29cea5ca507d8a3ef3e006	4407	False	False	
source-command-sc-workflow	Generate structured implementation workflows from PRDs and feature requirements	user_agents	source-command-sc-workflow	/Users/bilibili/.agents/skills/source-command-sc-workflow/SKILL.md	c5f8ca81e688e31930234ec2433f8df25c22e21f07fd3f81dd2505931820cb8b	5108	False	False	
source-command-setup-pm	Configure your preferred package manager (npm/pnpm/yarn/bun)	user_agents	source-command-setup-pm	/Users/bilibili/.agents/skills/source-command-setup-pm/SKILL.md	60f8945d5482f235d0d333dab13d342a83c7af06a184079e0efd94fe4648f21e	1804	False	False	
source-command-update-memory	Check and update AGENTS.md memory based on changes to skills, commands, agents, and hooks.	user_agents	source-command-update-memory	/Users/bilibili/.agents/skills/source-command-update-memory/SKILL.md	fe8777c13cbb10a4ef7c6d98a0638d2b06bd0edd9de5e86f27c90ed194470457	3089	False	False	
source-command-zotero-notes	Batch read papers from Zotero and create/update detailed reading notes, preferably inside the bound Obsidian project knowledge base	user_agents	source-command-zotero-notes	/Users/bilibili/.agents/skills/source-command-zotero-notes/SKILL.md	dea46030d269d7c440d0ddaa3b2657ae737dad8ddb20669092b8a7f495fb8990	5424	False	False	
source-command-zotero-review	Read and analyze papers from a Zotero collection, then synthesize them into the bound Obsidian project knowledge base or markdown review outputs	user_agents	source-command-zotero-review	/Users/bilibili/.agents/skills/source-command-zotero-review/SKILL.md	6c992e586d47c56a8561519252c702505423b864974acec616473f74b8e23f63	4501	False	False	
dev-change-summary	当用户说「总结这次开发过程」「生成开发总结」「功能开发总结」「写个总结」等表达总结意图时自动触发。适用于后端/基础设施项目的 Git 变更总结场景，不适用于前端 UI、数据分析、或纯文档类项目	user_agents	summary	/Users/bilibili/.agents/skills/summary/SKILL.md	112f2f8a454bd3b4ccc8ccce56fd645cc6290ee1e2511d6cd5aa284f65b6f169	7046	False	False	
swanlab-skill	"Interact with SwanLab — both writing tracking code (init/log/finish/multimedia) and querying experiment data via CLI (`swanlab api`). Use this skill when the user wants to write training tracking code, log metrics or media, manage experiments, inspect metrics/logs/columns, list projects/runs, filter experiments, manage self-hosted users, automate queries via CLI, or mentions ""swanlab"", ""experiment tracking"", ""log metrics"", ""swanlab api"", ""swanlab cli""."	user_agents	swanlab-skill	/Users/bilibili/.agents/skills/swanlab-skill/SKILL.md	d070975b7891a2ceca7adb0f4077fa579690c9832b64501b48dfe2869a88958d	6861	True		
train-sentence-transformers	Train or fine-tune sentence-transformers models across `SentenceTransformer` (bi-encoder; dense or static embedding model; for retrieval, similarity, clustering, classification, paraphrase mining, dedup, multimodal), `CrossEncoder` (reranker; pair scoring for two-stage retrieval / pair classification), and `SparseEncoder` (SPLADE, sparse embedding model; for learned-sparse retrieval). Covers loss selection, hard-negative mining, evaluators, distillation, LoRA, Matryoshka, and Hugging Face Hub publishing. Use for any sentence-transformers training task.	user_agents	train-sentence-transformers	/Users/bilibili/.agents/skills/train-sentence-transformers/SKILL.md	8195c00c438d8f57a23002f0db6ee5a2f7bbb6ecdb39207449399b1b5e872c69	8979	True		
transformers-js	Use Transformers.js to run state-of-the-art machine learning models directly in JavaScript/TypeScript. Supports NLP (text classification, translation, summarization), computer vision (image classification, object detection), audio (speech recognition, audio classification), and multimodal tasks. Works in browsers and server-side runtimes (Node.js, Bun, Deno) with WebGPU/WASM using pre-trained models from Hugging Face Hub.	user_agents	transformers-js	/Users/bilibili/.agents/skills/transformers-js/SKILL.md	241ef15a39acbdf1d610acab683c0f76500d7c021c9c0303e6bb2c751ac3d395	24911	True		
trl-training	Train and fine-tune transformer language models using TRL (Transformers Reinforcement Learning). Supports SFT, DPO, GRPO, KTO, RLOO and Reward Model training via CLI commands.	user_agents	trl-training	/Users/bilibili/.agents/skills/trl-training/SKILL.md	cfdec413fcf030f29205042cb8c56a0c5404f637919839704d7da5d04cb1958f	8871	True		
ui-ux-pro-max	This skill should be used when the user asks to design or review a UI, create a landing page or dashboard, choose colors or typography, improve accessibility, or implement polished frontend interfaces with a clear design system.	user_agents	ui-ux-pro-max.disabled	/Users/bilibili/.agents/skills/ui-ux-pro-max.disabled/SKILL.md	bfc986f0747554d1078e80e103e5ef9bbd0907efeee26f781e2a404e1763e0ee	4268	False	False	
uv-package-manager	Master the uv package manager for fast Python dependency management, virtual environments, and modern Python project workflows. Use when setting up Python projects, managing dependencies, or optimizing Python development workflows with uv.	user_agents	uv-package-manager	/Users/bilibili/.agents/skills/uv-package-manager/SKILL.md	05eed3f130b0738c6e47412acdf05ce7ee3bb3756b898652540165d56daaa23f	16063	True		
verification-loop	"This skill should be used when the user asks to ""verify code"", ""run verification"", ""check quality"", ""validate changes"", or before creating a PR. Provides comprehensive verification including build, type check, lint, tests, security scan, and diff review."	user_agents	verification-loop	/Users/bilibili/.agents/skills/verification-loop/SKILL.md	b3019fde96bb49106e73410884e8cd4ab1673cbcd0abfb54056f7a105232048c	3544	True		
webapp-testing	Toolkit for interacting with and testing local web applications using Playwright. Supports verifying frontend functionality, debugging UI behavior, capturing browser screenshots, and viewing browser logs.	user_agents	webapp-testing.disabled	/Users/bilibili/.agents/skills/webapp-testing.disabled/SKILL.md	e01a5c5567dde91929420fd6e973e96c0b9db1181a91526c88f7a0c236223126	3929	False	False	
writing-anti-ai	"This skill should be used when the user asks to ""remove AI writing patterns"", ""humanize this text"", ""make this sound more natural"", ""remove AI-generated traces"", ""fix robotic writing"", or needs to eliminate AI writing patterns from prose. Supports both English and Chinese text. Based on Wikipedia's ""Signs of AI writing"" guide, detects and fixes inflated symbolism, promotional language, superficial -ing analyses, vague attributions, AI vocabulary, negative parallelisms, and excessive conjunctive phrases."	user_agents	writing-anti-ai	/Users/bilibili/.agents/skills/writing-anti-ai/SKILL.md	b86ea0c27159807123531998e7c92a727548092181a3994bb07243d27dee5f13	9072	True		
zotero-obsidian-bridge	Use this skill when Zotero is the literature source of truth and the project KB should receive source notes under Sources/Papers plus project-linked synthesis in Knowledge and Writing.	user_agents	zotero-obsidian-bridge	/Users/bilibili/.agents/skills/zotero-obsidian-bridge/SKILL.md	7d89742d4db187eb8ef93032a9b39470c41fb560ce4ff661b69ea946176b477a	2056	True		
imagegen	Generate or edit raster images when the task benefits from AI-created bitmap visuals such as photos, illustrations, textures, sprites, mockups, or transparent-background cutouts. Use when Codex should create a brand-new image, transform an existing image, or derive visual variants from references, and the output should be a bitmap asset rather than repo-native code or vector. Do not use when the task is better handled by editing existing SVG/vector/code-native assets, extending an established icon or logo system, or building the visual directly in HTML/CSS/canvas.	legacy_codex		/Users/bilibili/.codex/skills/.system/imagegen/SKILL.md	59981d23519222bcecf1be48bb37730bbc50539ceb0e35ad09fcef98a3df19d3	24003	True		
openai-docs	Use when the user asks how to build with OpenAI products or APIs, asks about Codex itself or choosing Codex surfaces, needs up-to-date official documentation with citations, help choosing the latest model for a use case, or model upgrade and prompt-upgrade guidance; use OpenAI docs MCP tools for non-Codex docs questions, use the Codex manual helper first for broad Codex self-knowledge, and restrict fallback browsing to official OpenAI domains.	legacy_codex		/Users/bilibili/.codex/skills/.system/openai-docs/SKILL.md	669a42ccf3323fe0ceda6e466730bcb05dddf1e0c220d6523ea504909fc49165	18747	True		
plugin-creator	Create and scaffold plugin directories for Codex with a required `.codex-plugin/plugin.json`, optional plugin folders/files, valid manifest defaults, and personal-marketplace entries by default. Use when Codex needs to create a new personal plugin, add optional plugin structure, generate or update marketplace entries for plugin ordering and availability metadata, or update an existing local plugin during development with the CLI-driven cachebuster and reinstall flow.	legacy_codex		/Users/bilibili/.codex/skills/.system/plugin-creator/SKILL.md	8fd56316b2c49cbdc657a5d197967a233018e1fada65b00a5dd030dce6499a6e	11040	True		
skill-creator	Guide for creating effective skills. This skill should be used when users want to create a new skill (or update an existing skill) that extends Codex's capabilities with specialized knowledge, workflows, or tool integrations.	legacy_codex		/Users/bilibili/.codex/skills/.system/skill-creator/SKILL.md	da44c88f6b3845a8fa8c60792ec9a722110a55a9793c279757b48fefb11f819c	22047	True		
skill-installer	Install Codex skills into $CODEX_HOME/skills from a curated list or a GitHub repo path. Use when a user asks to list installable skills, install a curated skill, or install a skill from another repo (including private repos).	legacy_codex		/Users/bilibili/.codex/skills/.system/skill-installer/SKILL.md	d68b77e5bbb34dedab89d134da52855f140fc4b4299b80104f534e3b9e98f8ee	3367	True		
agent-identifier	Use when creating or configuring Claude Code agents and their frontmatter.	legacy_codex	agent-identifier	/Users/bilibili/.codex/skills/agent-identifier/SKILL.md	2937b6bdb1bf24ec38ef5291baaadaf2dffe433d30c8d89ee93ae3eac70c5a32	10623	False	False	
architecture-design	Use only when creating new registrable ML components that require Factory or Registry patterns.	legacy_codex	architecture-design	/Users/bilibili/.codex/skills/architecture-design/SKILL.md	28c61385e6d01fde395213b0edcf5a734235f05ec812e95c20e6b930a4d45bf7	9177	False	False	
bug-detective	"This skill should be used when the user asks to ""debug this"", ""fix this error"", ""investigate this bug"", ""troubleshoot this issue"", ""find the problem"", ""something is broken"", ""this isn't working"", ""why is this failing"", or reports errors/exceptions/bugs. Provides systematic debugging workflow and common error patterns."	legacy_codex	bug-detective	/Users/bilibili/.codex/skills/bug-detective/SKILL.md	ab228dd490b6eb8a30582dd4ea472816854fe77c704e4d8487371c266070a0f1	8550	False	False	
citation-verification	"This skill provides reference guidance for citation verification in academic writing. Use when the user asks about ""citation verification best practices"", ""how to verify references"", ""preventing fake citations"", or needs guidance on citation accuracy. This skill supports ml-paper-writing by providing detailed verification principles and common error patterns."	legacy_codex	citation-verification	/Users/bilibili/.codex/skills/citation-verification/SKILL.md	62e7eaed943d3773896f0e9af58913ec7950b34b8c939f3e8e984427a77a91ab	7975	False	False	
code-review-excellence	This skill should be used when the user asks to review a diff or pull request, write review comments, audit code quality, establish review standards, or improve how a team performs code review.	legacy_codex	code-review-excellence	/Users/bilibili/.codex/skills/code-review-excellence/SKILL.md	a8e048bd3b8c453c3e60259455e01bbffceaf0f7d7907ad5a22996f9a4b13e50	13677	True		
codex-hook-emulation	This skill should be used when the user wants Codex CLI to approximate Claude Code hook behavior, emulate SessionStart or SessionEnd checks, add preflight guards before dangerous actions, trigger post-edit verification automatically, or maximize Claude Code hook-like workflow safety in Codex.	legacy_codex	codex-hook-emulation	/Users/bilibili/.codex/skills/codex-hook-emulation/SKILL.md	84011df1cfed6e231a29f4c410c3b57c37531add2db662af1742f7f173470be9	3402	True		
daily-coding	Use for everyday coding tasks that involve writing or modifying source code.	legacy_codex	daily-coding	/Users/bilibili/.codex/skills/daily-coding/SKILL.md	da2399b50859b9d57281b9bc0dc456082db93d47486ae22967ebf3f17d354ae3	2115	False	False	
daily-paper-generator	Use when the user asks to generate daily paper digests on a general topic. This skill supports both arXiv and bioRxiv (or either one), then produces structured Chinese/English summaries for selected papers.	legacy_codex	daily-paper-generator	/Users/bilibili/.codex/skills/daily-paper-generator/SKILL.md	5a3bd2fbebd2e3bd7825e07cf4c36b07008333fb2b232f968be108f2afa54cbd	4137	False	False	
defuddle	Extract clean markdown content from web pages using Defuddle CLI, removing clutter and navigation to save tokens. Use instead of WebFetch when the user provides a URL to read or analyze, for online documentation, articles, blog posts, or any standard web page.	legacy_codex	defuddle	/Users/bilibili/.codex/skills/defuddle/SKILL.md	cb702b754dd340ad7c7db4f34e1953277eb64601201ce96515b00786a1088a26	1034	False	False	
doc-coauthoring	This skill should be used when the user asks to co-author documentation, draft a proposal, write a technical spec, create a decision doc or RFC, or structure a substantial document through iterative collaboration and reader testing.	legacy_codex	doc-coauthoring	/Users/bilibili/.codex/skills/doc-coauthoring/SKILL.md	2d37d2db3439fa2a836db95ce6eca75e6a56ac78e9ae769df14337344d71c800	16350	False	False	
expression-skill	This skill should be used when the user asks for efficient communication, task reports, file-operation summaries, research discussion, study-note synthesis, planning, writing feedback, or responses that need conclusion-first structure, concrete evidence, risk disclosure, and useful next steps.	legacy_codex	expression-skill	/Users/bilibili/.codex/skills/expression-skill/SKILL.md	169bf37650172466449c5dfc52dde2c2f296eb856e43223fa942946e9be381fd	9789	False	False	
frontend-design	Create distinctive, production-grade frontend interfaces with high design quality. Use this skill when the user asks to build web components, pages, artifacts, posters, or applications (examples include websites, landing pages, dashboards, React components, HTML/CSS layouts, or when styling/beautifying any web UI). Generates creative, polished code and UI design that avoids generic AI aesthetics.	legacy_codex	frontend-design	/Users/bilibili/.codex/skills/frontend-design/SKILL.md	7e389e7556f36e983a4b02b710070d3ac54e858e082e7071f2a0378051d654cf	4455	False	False	
git-commit	Stages and commits changes using Conventional Commits format (local only, no push).	legacy_codex	git-commit	/Users/bilibili/.codex/skills/git-commit/SKILL.md	f25ec49e24e7e4d82ea3adda8fe79a95cad3346d82ffd794e141ab89e8aecc6a	1723	True		
